Stellar models, Z=0.0500, Girardi et al. 2000 + Padova 1994 No mass loss conside
 
  42   84
 
  120.00 ML
 
18 2.4740748e+06  35.3376 5.988 4.480 0.067755 0.883705 0.000682 0.036757 0.003318 -4.644
19 2.4996600e+06  34.7900 5.988 4.491 0.060400 0.891000 0.000689 0.036800 0.003240 -4.605
20 2.5302298e+06  32.8704 5.964 4.680 0.029295 0.921181 0.000732 0.037000 0.002937 -4.190
21 2.5313838e+06  32.8013 5.965 4.731 0.027980 0.923001 0.000734 0.036999 0.002925 -4.190
22 2.5319325e+06  32.7756 5.970 4.788 0.027313 0.924068 0.000735 0.037001 0.002919 -4.190
23 2.5324220e+06  32.7380 5.979 4.840 0.026732 0.924028 0.000737 0.037002 0.002911 -4.190
24 2.5327528e+06  32.7188 5.987 4.874 0.026308 0.924219 0.000738 0.036990 0.002912 -4.190
25 2.5336250e+06  32.6649 6.010 4.900 0.025259 0.925516 0.000739 0.037018 0.002906 -4.190
26 2.5353522e+06  32.5459 6.046 4.933 0.023198 0.927710 0.000736 0.037094 0.002883 -4.190
27 2.5368482e+06  32.4514 6.042 4.963 0.021176 0.929558 0.000720 0.037095 0.002863 -4.190
28 2.5388712e+06  32.3251 6.031 4.990 0.018192 0.932625 0.000684 0.037134 0.002836 -4.190
29 2.5420300e+06  32.1200 6.037 5.017 0.013500 0.938000 0.000625 0.037300 0.002790 -4.190
30 2.5423190e+06  32.1010 6.036 5.019 0.013038 0.938400 0.000626 0.037300 0.002786 -4.190
31 2.5426080e+06  32.0820 6.035 5.020 0.012576 0.938800 0.000628 0.037300 0.002782 -4.190
32 2.5428970e+06  32.0630 6.034 5.022 0.012114 0.939200 0.000629 0.037300 0.002778 -4.190
33 2.5431860e+06  32.0440 6.033 5.024 0.011652 0.939600 0.000631 0.037300 0.002774 -4.190
34 2.5434750e+06  32.0250 6.033 5.026 0.011190 0.940000 0.000632 0.037300 0.002770 -4.190
35 2.5437640e+06  32.0060 6.032 5.027 0.010728 0.940400 0.000633 0.037300 0.002766 -4.190
36 2.5440530e+06  31.9870 6.031 5.029 0.010266 0.940800 0.000635 0.037300 0.002762 -4.190
37 2.5443420e+06  31.9680 6.030 5.031 0.009804 0.941200 0.000636 0.037300 0.002758 -4.190
38 2.5446310e+06  31.9490 6.029 5.032 0.009342 0.941600 0.000638 0.037300 0.002754 -4.190
39 2.5449200e+06  31.9300 6.028 5.034 0.008880 0.942000 0.000639 0.037300 0.002750 -4.190
40 2.5454480e+06  31.5760 6.019 5.035 0.007992 0.940500 0.001570 0.033570 0.002742 -4.095
41 2.5459760e+06  31.2220 6.010 5.035 0.007104 0.939000 0.002501 0.029840 0.002734 -4.000
42 2.5465040e+06  30.8680 6.001 5.036 0.006216 0.937500 0.003432 0.026110 0.002726 -3.905
43 2.5470320e+06  30.5140 5.992 5.036 0.005328 0.936000 0.004363 0.022380 0.002718 -3.810
44 2.5475600e+06  30.1600 5.984 5.037 0.004440 0.934500 0.005294 0.018650 0.002710 -3.714
45 2.5480880e+06  29.8060 5.975 5.038 0.003552 0.933000 0.006226 0.014920 0.002702 -3.619
46 2.5486160e+06  29.4520 5.966 5.038 0.002664 0.931500 0.007157 0.011190 0.002694 -3.524
47 2.5491440e+06  29.0980 5.957 5.039 0.001776 0.930000 0.008088 0.007460 0.002686 -3.429
48 2.5496720e+06  28.7440 5.948 5.039 0.000888 0.928500 0.009019 0.003730 0.002678 -3.334
49 2.5502000e+06  28.3900 5.939 5.040 0.000000 0.927000 0.009950 0.000000 0.002670 -3.239
50 2.5547235e+06  26.1002 5.882 5.050 0.000000 0.923427 0.012439 0.000000 0.002669 -3.337
51 2.5585562e+06  24.5022 5.840 5.054 0.000000 0.918785 0.016088 0.000000 0.002686 -3.407
52 2.5627648e+06  22.9986 5.797 5.059 0.000000 0.913121 0.020856 0.000000 0.002717 -3.476
53 2.5673482e+06  21.5981 5.754 5.063 0.000000 0.906397 0.026786 0.000000 0.002759 -3.545
54 2.5723402e+06  20.2930 5.711 5.067 0.000000 0.898592 0.033895 0.000000 0.002818 -3.614
55 2.5778115e+06  19.0674 5.667 5.071 0.000000 0.889656 0.042215 0.000000 0.002907 -3.682
56 2.5838750e+06  17.9126 5.622 5.074 0.000000 0.879441 0.051885 0.000000 0.003041 -3.749
57 2.5905850e+06  16.8244 5.577 5.075 0.000000 0.867874 0.062975 0.000000 0.003228 -3.817
